,Producto,Marca,Cantidad(g),Caloria(kcal),Grasa(g),Carbohidrato(g),Proteina(g)
2020,Crema de Leche,Milkaut,15ml ,59,6.3,0.4,0.2
2021,Mermelada de Membrillo,BC,20 ,34,0.0,8.5,0.0
2022,Bocaditos de Carne,Swift,130 ,360,14.0,33.0,25.0
2023,Aceite de Maíz,Mazola,13ml ,108,12.0,0.0,0.0
2024,Edulcorante de Mesa,Si Diet,0ml ,0,0.0,0.0,0.0
2025,Galletitas de Agua ,Ciudad del Lago,30 ,130,3.9,22.0,3.0
2026,Anillitos de Vainilla,Dia,30 ,133,4.4,21.0,2.2
2027,Pizza de Mozzarella,Dia,56 ,123,4.0,16.0,5.5
2028,Tostaditas de Arroz,Crackines,30 ,114,0.5,25.0,2.3
2029,Medallones de Papa ,Vegetalex,75 ,76,2.4,12.4,1.9
2030,Aceite de Oliva,Cocinero,13ml ,108,12.0,0.0,0.0
2031,Milanesas de Pollo,Sadia,120 ,329,20.0,25.0,12.0
2032,Helado de Agua,Grido,55 ,48,0.0,12.0,0.0
2033,Garrapiñada de Maní,Arcor,por 100 ,456,19.0,57.0,15.0
2034,Medallón de Salmón,Superbe,por 100 ,138,5.9,4.4,16.8
2035,Garrapiñada de Maní,Georgalos,por 100 ,483,19.0,68.0,10.0
2036,Dulce de Leche,Trini,20 ,43,1.4,6.9,1.3
2037,Dulce de Mosqueta,Masseube,20 ,56,0.0,13.5,0.0
2038,Mermelada de Durazno,La Campagnola,20 ,56,0.0,14.0,0.0
2039,Sundae de Frutilla,McDonald's,173 ,285,6.2,52.0,5.2
2040,Alfajor de Arroz,Lulemuu,14 ,72,6.8,9.0,0.7
2041,Dulce de Frambuesa,Masseube,20 ,53,0.0,13.0,0.0
2042,Mermelada de Higo,Noel,20 ,52,0.0,13.0,0.0
2043,Suprema de Pollo,Granja Tres Arroyos,130 ,231,13.0,20.0,13.0
2044,Tostadas de Mesa,Riera,25 ,105,1.0,20.0,3.3
2045,Porotos de Soja,Ciudad del Lago,103 ,95,4.6,2.3,11.0
2046,Anillitos de Limon,Dia,30 ,133,4.4,21.0,2.2
2047,Crema de Leche ,La Paulina,15 ,56,6.0,0.0,0.2
2048,Pasta de Maní,Mani King,por 100 ,585,49.0,10.0,26.0
2049,Hamburguesas de Cerdo,COTO,80 ,215,12.0,3.5,13.0
2050,Salvado de Avena,Grandiet,por 100 ,395,7.0,66.0,17.0
2051,Bizcochuelo de Coco,Emeth,70 ,172,3.2,31.6,4.1
2052,Porotos de Soja,Carrefour,60 ,229,14.0,4.0,21.0
2053,Aritos de Arroz,Dos Hermanos,25 ,101,2.9,17.0,1.4
2054,Crema de Leche,Tregar,15 ,51,5.7,0.0,0.0
2055,Barra de Cereal,3 Arroyos,23 ,85,2.3,15.0,1.0
2056,Pasta de Mani,Sytari,por 100 ,625,48.6,20.6,26.2
2057,Tapa de Tarta ,La Salteña,30 ,82,2.9,14.0,0.0
2058,Fideos de Semola,308,80 ,283,2.1,57.0,8.8
2059,Moneda de Chocolate,Felfort,5 ,28,2.0,3.0,1.0
2060,Dulce de Leche ,Verónica,20 ,60,1.3,11.2,1.6
2061,Puré de Tomates,Sabores del Valle,60 ,21,0.0,3.1,1.4
2062,Ades de Coco,AdeS,200ml ,82,3.0,8.6,5.2
2063,Chorizo de Pollo,Granja Tres Arroyos,50 ,115,9.4,0.7,6.7
2064,Mermelada de Higo,El Brocal,20 ,51,0.0,12.0,0.3
2065,Cereal de Arroz,Nikitos,30 ,100,0.0,25.0,0.0
2066,Mermelada de Durazno ,El Brocal,20 ,46,0.0,11.0,0.4
2067,Hamburguesa de Pollo,Pollolin,80 ,114,4.7,1.9,15.0
2068,Mermelada de Arandano,Emeth,20 ,50,0.0,13.0,0.0
2069,Barra de Cereal,Pleny,21 ,84,2.9,11.0,3.3
2070,Mermelada de Frutilla,Dulcor,20 ,54,0.0,13.0,0.0
2071,Dulce de Leche,Mi Soja,20 ,65,1.7,11.0,0.8
2072,Surtido de Mariscos ,Robinson Crusoe,60 ,62,1.6,1.4,10.6
2073,Granos de Choclo,Oderich,130 ,101,3.1,14.0,4.2
2074,Tostadas de Arroz,Leiva,por 100 ,373,1.4,83.0,7.2
2075,Jugo de Naranja,Puro Sol,200ml ,84,0.0,18.0,1.9
2076,Mermelada de Durazno,Emeth,20 ,50,0.0,13.0,0.0
2077,Jugo de Arándanos ,Las Brisas,250 ,91,0.18,21.9,0.4
2078,Empanada de Pollo,El Noble,80 ,166,6.0,22.0,5.0
2079,Tostadas de Arroz,Riera,34 ,122,0.0,28.0,2.4
2080,Rodajitas de Salamin,Bocatti,40 ,139,11.0,0.0,9.9
2081,Crocante de Cereal,Shih,65 ,259,1.33,52.43,9.1
2082,Barrita de Arroz,Sin Culpa,14 ,70,3.5,9.0,0.7
2083,Medallones de Merluza,Jumbo,130 ,222,9.1,17.0,18.0
2084,Pasta de Maní,La Egipciana,20 ,121,9.0,4.0,6.0
2085,Mermelada de Ciruela ,La Campagnola,por 100 ,146,0.0,36.0,0.0
2086,Mermelada de Durazno,Baggio,20 ,52,0.0,13.0,0.0
2087,Salsa de Chocolate,La Parmesana,20ml ,60,0.0,14.0,0.0
2088,Puré de Tomate,Noel,por 100 ,28,0.0,5.4,1.6
2089,Tostadas de Arroz,Molinos Ala,30 ,99,0.9,20.0,2.6
2090,Mermelada de Higo,Orieta,20 ,52,0.0,13.0,0.0
2091,Anillos de Coco,Tía Maruca,30 ,140,5.4,20.0,2.4
2092,Tostadas de Gluten,Fitz Roy,30 ,105,0.0,19.0,6.0
2093,Mermelada de Higo,Dulcor,20 ,53,0.0,13.0,0.0
2094,Galletitas de Limón ,Murke,30 ,130,2.0,21.0,4.0
2095,Galletas de Chocolate,Kapac,30 ,133,4.5,23.0,0.9
2096,Empanada de Humita,El Noble,80 ,145,2.0,28.0,8.0
2097,Barra de Cereal,Granja Tres Arroyos,23 ,85,2.3,15.0,1.0
2098,Tostaditas de Arroz,Molinos Ala,30 ,107,1.3,21.0,2.8
2099,Choconuss de Arroz,Gallo,20 ,89,4.2,12.0,1.1
2100,Galletitas de Limón ,Ceral,30 ,97,1.0,19.0,3.0
2101,Cazuela de Mariscos,Pennisi,60 ,43,1.3,1.0,6.7
2102,Porotos de Soja,Elio,15 ,66,2.8,4.5,5.7
2103,Aceite de Girasol,Dia,13ml ,107,12.0,0.0,0.0
2104,Galletitas de Limón,Santa María,30 ,138,5.1,22.0,0.9
2105,Mix de Primavera ,Sadia,130 ,83,0.5,16.0,3.7
2106,Mermelada de Frambuesa,Emeth,20 ,50,0.0,13.0,0.0
2107,Dulce de Leche ,Ramolac,20 ,61,1.3,11.0,1.2
2108,Ñoquis de Papa,Vegetalex,por 100 ,175,3.3,32.0,4.4
2109,Ñoquis de Calabaza,Vegetalex,por 100 ,216,3.2,43.0,3.7
2110,Tostadas de Arroz,Dia,30 ,112,0.0,25.0,2.2
2111,Helado de Limón,Vacalin,60 ,67,0.0,17.0,0.0
2112,Milanesa de Lentejas ,San Silvestre,80 ,63,0.4,8.2,6.7
2113,Galletitas de Queso,Ysonut,40 ,138,7.4,1.8,16.0
2114,Milanesa de Peceto,Carrefour,130 ,237,1.4,37.0,19.0
2115,Mermelada de Arándanos ,Dulcor,20 ,24,0.0,6.0,0.0
2116,Alfajor de Nuez,Celienergy,50 ,196,7.0,30.0,3.1
2117,Aritos de Cereal,Nani ,30 ,102,0.0,24.0,1.6
2118,Lasagna de Berenjenas,Cormillot,230 ,355,14.0,24.0,28.8
2119,Cubanito de Limón,Arcor,16 ,80,3.5,12.0,0.5
2120,Snacks de Papas,Saladix,por 100 ,537,31.0,62.0,2.5
2121,Harina de Lino,Sturla,50 ,290,21.7,13.7,10.0
2122,Mermelada de Frutilla,Los Nietitos,20 ,52,0.0,13.0,0.0
2123,Oblea de Arroz,Gallo,20 ,89,4.9,10.0,1.2
2124,Galletitas de Avena,Integralia,30 ,100,3.0,16.0,2.0
2125,Supremas de Pollo,Granja del Sol,130 ,209,9.0,13.0,19.0
2126,Barra de Cereal,Arcor,38 ,187,14.0,10.0,6.2
2127,Puré de Tomate,Molto,60 ,16,0.0,3.0,0.8
2128,Crocante de Arroz,Shih,60 ,223,1.26,47.0,5.8
2129,Galletitas de Salvado,Fargo,30 ,124,4.0,19.0,3.2
2130,Jugo de Naranja,Saldan,200ml ,8,0.0,1.9,0.0
2131,Medialuna de Grasa,McDonald's,33 ,114,5.9,14.0,1.6
2132,Jalea de Membrillo ,La Campagnola,20 ,55,0.0,14.0,0.0
2133,Aceite de Maiz,Abedul,por 1 porción ,66,7.4,0.0,0.0
2134,Mermelada de Frambuesa,Dia,20 ,50,0.0,13.0,0.0
2135,Salvado de Avena,Carrefour,30 ,103,2.4,16.0,4.5
2136,Mix de Semillas,Sturla,15 ,77,6.7,1.2,2.9
2137,Croquetas de Espinaca,Mamá Cocina,40 ,133,0.6,29.0,2.8
2138,Cabello de Angel,Matarazzo,80 ,267,0.8,57.0,8.0
2139,Semillas de Girasol,Pipas,15 ,90,7.9,1.0,3.8
2140,Mermelada de Ciruela,Emeth,20 ,50,0.0,6.0,0.0
2141,Picadillo de Carne,Marolio,10 ,19,1.2,0.5,1.2
2142,Paté de Foie,Carrefour,10 ,22,1.3,0.7,1.3
2143,Galletitas de Agua,Granix,30 ,123,3.8,19.0,3.3
2144,Milanesa de Soja,Delicias,83 ,193,1.7,33.0,10.9
2145,Milanesa de Soja,Finca Natural,85 ,132,0.9,22.0,9.4
2146,Mermelada de Zapallo,Dulciora,20 ,52,0.0,13.0,0.0
2147,Pan de Mesa,La Perla,60 ,156,2.1,28.26,5.28
2148,Pure de Manzanas,Canale,por 100 ,96,0.0,22.0,0.0
2149,Mermelada de Durazno,Dulciora,20 ,52,0.0,13.0,0.0
2150,Galletas de Arroz,Ceral,33 ,107,0.9,22.0,2.8
2151,Mermelada de Frutilla,El Brocal,20 ,47,0.0,12.0,0.2
2152,Crema de Leche,La Lácteo,15ml ,57,6.0,0.4,0.3
2153,Galletitas de Salvado,Leiva,30 ,130,4.3,20.0,3.3
2154,Jugo de Manzana,Cepita,por 100ml ,51,0.0,12.5,0.0
2155,Crema de Leche,Manfrey,15ml ,63,7.2,0.3,0.2
2156,Tarta de Choclo,Cormillot,250 ,323,8.0,53.0,10.0
2157,Mermelada de Tomate,El Brocal,20 ,54,0.0,14.0,0.1
2158,Mermelada de Frutilla,Caroyense,20 ,48,0.0,12.0,0.2
2159,Salvado de Avena,Yin Yang,30 ,92,1.9,14.0,5.2
2160,Ravioles de Espinaca,Orali,por 100 ,215,1.0,44.0,7.6
2161,Gaseosa de Naranja,Crush,200ml ,39,0.0,9.0,0.0
2162,Gotitas de Amor,Billiken,20 ,80,0.0,20.0,0.0
2163,Ñoquis de Espinaca,Mamá Cocina,40 ,139,1.2,28.0,4.1
2164,Mermelada de Higo,Dia,20 ,52,0.0,13.0,0.0
2165,Bizcochos de Arroz,Lulemuu,25 ,91,0.3,21.0,1.0
2166,Mermelada de Manzana,Dulcor,20 ,53,0.0,13.0,0.0
2167,Fideos de Arroz ,Soyarroz,80 ,278,2.0,60.0,5.0
2168,Puré de Zapallo ,Jumbo,25 ,108,0.0,25.0,2.0
2169,Alfajor de Arroz,Vauquita,28 ,133,6.8,18.0,1.3
2170,Tarta de Espinaca,El Noble,40 ,84,4.1,8.6,3.3
2171,Hamburguesa de Mijo,Nutrileza,90 ,121,1.4,19.5,8.5
2172,Pate de Jamon,Schneck,10 ,38,3.9,0.0,0.7
2173,Grisines de Salvado,Bimbo,30 ,124,3.5,19.0,2.8
2174,Barra de Granola,Nature Valley,23 ,86,2.1,15.0,1.7
2175,Dulce de Leche,Ser,20 ,55,0.0,12.0,1.2
2176,Jugo de Manzana,BC,200ml ,40,0.0,10.0,0.0
2177,Alfajor de Mani,Fulbito,30 ,147,8.0,17.0,2.1
2178,Jugo de Naranja,Tang,200ml ,18,0.0,3.4,0.0
2179,Jugo de Naranja,BC,200ml ,42,0.0,10.0,0.0
2180,Bocaditos de Pollo,COTO,130 ,307,15.6,22.6,20.0
2181,Confites de Maní,Bariloche,25 ,110,3.6,17.0,2.7
2182,Pan de Salvado ,Sacaan,50 ,113,1.5,22.0,4.8
2183,Jugo de Naranja,Citric,por 100ml ,41,0.0,9.5,0.7
2184,Barra de Cereal,Quaker,20 ,69,0.6,15.0,0.8
2185,Mermelada de Ciruela,BC,20 ,29,0.0,7.2,0.0
2186,Barra de Cereal,Nature Valley,21 ,93,3.4,13.0,1.7
2187,Arrollado de Pescado,Cormillot,100 ,316,14.3,27.0,20.0
2188,Wok de Vegetales,Cormillot,240 ,149,3.7,24.0,4.9
2189,Salchichas de Soja,Vegetalex,50 ,40,0.0,3.9,6.2
2190,Bondiola de Cerdo,Paladini,por 100 ,260,19.0,0.0,24.0
2191,Levadura de Cerveza,Virgen,20 ,64,0.0,6.8,8.7
2192,Turrón de Maní,Arcor,25 ,98,2.0,18.0,1.7
2193,Colita de Cuadril,Disco,150 ,215,10.1,0.0,31.5
2194,Galletas de Arroz,Cerealitas,32 ,116,0.0,26.0,2.6
2195,Jugo de Naranja,Tropicana,por 100ml ,50,0.0,11.5,0.8
2196,Bizcochuelo de Vainilla,Exquisita,60 ,176,4.6,30.0,3.6
2197,Mermelada de Durazno,Dulcor,20 ,53,0.0,13.0,0.0
2198,Dulce de Membrillo,Esnaola,40 ,101,0.0,26.0,0.0
2199,Medallones de Pollo,Dia,130 ,284,12.0,27.0,17.0
2200,Alfajor de Maicena,Cachafaz,76 ,303,8.7,52.0,4.2
2201,Brotes de Soja,Song,por 100 ,36,0.18,5.93,3.0
2202,Salchichas de Viena,Paladini,38 ,96,7.0,3.0,4.9
2203,Mermelada de Arándano,La Campagnola,20 ,55,0.0,14.0,0.0
2204,Mermelada de Frutilla,Arcor,20 ,52,0.0,13.0,0.0
2205,Barra de Cereal,Cereal Mix,23 ,118,3.8,19.0,1.7
2206,Patitas de Espinaca,Granja del Sol,80 ,175,8.0,21.0,4.5
2207,Confites de Chocolate,Rocklets,por 100 ,250,10.0,35.0,2.7
2208,Galletita de Limón,Havanna,25 ,111,5.0,16.0,1.3
2209,Tarta de Ricota,La Anónima,80 ,239,11.0,25.0,10.0
2210,Semillas de Vida,Orann,50 ,181,4.6,26.0,8.8
2211,Ravioles de Ricotta,Vea,por 100 ,234,1.8,45.0,7.8
2212,Dulce de Membrillo,Arcor,60 ,163,0.0,41.0,0.0
2213,Galletas de Arroz,Grandiet,30 ,109,1.0,22.0,3.0
2214,Ñoquis de Papa,La Salteña,por 100 ,169,1.0,33.0,6.0
2215,Dulce de Batata,Arcor,60 ,145,0.0,36.0,0.0
2216,Pan de Pancho,Dia,50 ,136,1.2,26.0,5.2
2217,Queso de Crema,Festa,30 ,64,5.3,0.7,3.5
2218,Mermelada de Damasco,Canale,20 ,53,0.0,13.0,0.0
2219,Pan de Viena,La Panerita,50 ,132,1.6,25.0,4.6
2220,Nuggets de Brócoli ,Frizata,85 ,191,7.0,26.0,6.0
2221,Salsa de Ajo,La Parmesana,10ml ,15,1.5,0.3,0.0
2222,Mermelada de Durazno,Alco,20 ,54,0.0,13.0,0.0
2223,Semillas de Lino ,Genser,15 ,69,5.2,3.3,2.1
2224,Mermelada de Damasco,Arcor,20 ,55,0.0,14.0,0.0
2225,Aceite de Oliva,Morixe,13ml ,108,12.0,0.0,0.0
2226,Mermelada de Batata,Cormillot,20 ,32,0.0,8.0,0.0
2227,Ñoquis de Papa,COTO,por 100 ,193,0.5,40.0,6.8
2228,Bocaditos de Pollo,Dia,130 ,319,11.0,42.0,13.0
2229,Bocaditos de Pollo,Lucchetti,130 ,302,13.0,30.0,17.0
2230,Crema de Almendras,Dicomere,15 ,96,8.1,2.9,2.8
2231,Budín de Vainilla,Don Satur,63 ,239,11.0,31.0,3.9
2232,Pan de Hamburguesa,Deli Pan,50 ,133,2.4,24.0,3.9
2233,Bolitas de Chocolate ,Carrefour,30 ,114,0.0,27.0,2.0
2234,Crema de Leche,Cuisine & Co,15 ,56,5.8,0.0,0.0
2235,Wrap de Peceto,Cañon,200 ,419,19.0,33.0,29.0
2236,Ñoquis de Papa,Paladini,por 100 ,178,0.0,39.0,5.6
2237,Empanadas de Carne,Grido,70 ,117,6.0,16.0,4.6
2238,Paté de Foie,San Remo,10 ,18,1.2,0.6,1.2
2239,Cazuela De Mariscos,Marbella,60 ,67,2.1,0.7,11.0
2240,Pernil de Cerdo,Atomo,por 100 ,120,4.0,0.0,21.0
2241,Mermelada de Ciruela,Alco,20 ,55,0.0,14.0,0.0
2242,Pure de Tomate,COTO,60 ,20,0.0,3.2,0.5
2243,Milanesa de Pollo,Frioteka,130 ,178,1.0,27.0,15.0
2244,Bollitos de Salvado ,Dia,50 ,136,0.5,28.0,5.0
2245,Cazuela de Mariscos,Portobelo,por 100 ,92,1.48,2.58,16.25
2246,Confitura de Arándanos,La Anónima,20 ,46,0.0,11.0,0.0
2247,Serenata de Amor,Garoto,19 ,96,5.0,12.0,0.8
2248,Factura de Membrillo,McDonald's,por 1 factura ,95,4.1,13.0,1.7
2249,Ravioles de Ricotta,La Italiana,por 100 ,267,4.3,50.0,7.0
2250,Bizcochuelo de Coco,Exquisita,60 ,171,3.6,31.0,3.6
2251,Leche de Avena,Vrink,por 100ml ,24,0.7,3.9,0.4
2252,Alfajores de Batata,Hausbrot,50 ,205,9.1,28.3,2.7
2253,Copos de Maíz ,Nani ,30 ,106,0.2,24.0,2.0
2254,Empanadas de Pollo,COTO,90 ,207,10.0,18.0,12.0
2255,Helado de Frutilla,Too Good,60 ,60,0.0,13.0,2.0
2256,Mermelada de Durazno,S&P,20 ,24,0.0,6.0,0.0
2257,Milanesa de Pollo,La Anónima,130 ,229,1.6,35.0,19.0
2258,Alfajor de Chocolate,La Recova,60 ,212,7.0,33.0,5.4
2259,Snacks de Queso,Smams,25 ,95,3.2,15.0,1.5
2260,Palitos de Pollo,Swift,130 ,360,14.0,33.0,25.0
2261,Galletas de Avena,Mom's,60 ,175,4.1,30.0,8.8
2262,Bizcochuelo de Vainilla ,Ravana,60 ,182,4.4,32.0,3.5
2263,Tortillas de Trigo,Costumbres Argentinas,30 ,68,0.4,14.0,2.0
2264,Tostadas de Arroz,Cooperativa,30 ,110,0.2,25.0,1.9
2265,Hamburguesa de Lentejas,Green Kitchen,125 ,165,1.0,33.0,6.0
2266,Dulce de Frutilla,Cabaña Mico,20 ,8,0.0,1.9,0.0
2267,Copos de Maíz ,Cuisine & Co,31 ,112,0.0,26.0,2.1
2268,Bizcochuelo de Chocolate,Barbara,por 100 ,382,6.8,78.0,5.5
2269,Harina de Coco,Cumaná,30 ,76,3.6,5.2,5.7
2270,Bebida de Maní,Vitalite,200ml ,39,3.1,1.3,1.7
2271,Mousse de Chocolate,Danette,80 ,138,7.3,15.0,3.1
2272,Mantequilla de Mani,Oddi's,20ml ,118,10.0,2.3,4.7
2273,Risotto de Calabaza,Grandwich,330 ,484,22.0,59.0,13.0
2274,Leche de Almendras,Biba,200ml ,43,3.4,1.0,2.0
2275,Crema de Mani,Peanat,20 ,120,9.9,2.7,5.1
2276,Crocantes de Merluza,Frizata,130 ,261,11.0,29.0,11.0
2277,Caritas de Queso,Natuzen,por 100 ,388,14.5,61.0,3.3
2278,Medallones de Pollo,Lucchetti,130 ,284,12.0,28.0,16.0
2279,Tostadas de Salvado,Paseo,25 ,95,1.2,17.0,3.7
2280,Espumon de Marroc,Felfort,25 ,136,8.4,12.0,3.1
2281,Pasta de Almendras,Vrink,por 100 ,628,52.5,17.8,21.0
2282,Proteina de Arveja,Vitatech,25 ,98,2.0,0.0,20.0
2283,Galletitas de Coco,Santa María,30 ,139,5.2,22.0,1.0
2284,Copos de Maíz,S&P,30 ,106,1.1,22.0,2.3
2285,Bocadito de Chocolate,Cerro Azul,25 ,135,9.1,12.0,1.3
2286,Proteína de Suero,Hardcore,40 ,157,3.1,1.8,32.0
2287,Granola de Chocolate,Cuisine & Co,40 ,180,6.4,29.0,3.6
2288,Mermelada de Frutilla,Esnaola,20 ,52,0.0,13.0,0.0
2289,Marineras de Salvado,Don Pancho,27 ,104,2.65,16.32,2.68
2290,Mantequilla de Maní,Croppers,10 ,58,4.7,1.7,2.3
2291,Ravioles de Ricota,Amici,por 100 ,318,9.7,50.0,7.4
2292,Puré de Tomate,Arcor,por 100 ,28,0.0,6.1,1.1
2293,Dulce de Leche,SanCor,20 ,64,1.2,12.0,1.2
2294,Fideos Secos de Harina de Arroz y Almidón de Maíz ,Nani ,80 ,252,0.4,57.0,5.0
2295,Galletitas de Vainilla con Mix de Semillas ,Condesa,30 ,139,5.8,20.0,2.1
2296,Barrita de Cereal de Anana y Almendras,Felfort,19 ,69,1.2,13.0,1.5
2297,Sopa de Queso con Fideos de Letras,Knorr,21 ,70,0.0,14.0,2.5
2298,Tableta de Dulce de Leche sin Azúcar,Doña Magdalena,25 ,54,0.62,15.0,1.48
2299,Barra de Cajú y Semillas de Zapallo,Zafrán,28 ,155,10.7,8.7,5.7
2300,Alfajor de Semillas de Zapallo y Algarroba,Celienergy,60 ,195,7.54,32.36,3.4
2301,Mix de Vegetales con Pechuga de Pollo,Knorr,48 ,160,0.0,36.0,3.4
2302,Barra de Cereal con Chips de Chocolate ,Royal,23 ,93,2.1,17.0,1.1
2303,Lomitos de Atún en Aceite de Oliva,Dia,60 ,119,6.0,0.0,16.0
2304,Tostadas de Arroz,Great Value,30 ,103,0.0,23.0,2.9
2305,Harina de Algarroba,Dicomere,15 ,50,1.0,3.5,6.7
2306,Dulce de Leche,Poncho Negro,20 ,63,1.2,12.0,1.0
2307,Milanesas de Remolacha,San Silvestre,80 ,146,0.0,31.0,5.4
2308,Pulpa de Tomate,Arcor,por 100 ,16,0.0,3.1,0.9
2309,Galletas de Arroz,Criollitas,29 ,111,0.4,26.0,0.9
2310,Crepes de Tomate,Crudencio,40 ,82,4.1,7.5,1.7
2311,Granola de Chocolate,Integra,40 ,177,5.7,23.0,5.0
2312,Postre de Chocolate,YoPro,120 ,110,2.4,12.0,10.0
2313,Chips de Chocolate,Alpino,25 ,131,7.1,16.0,0.9
2314,Harina de Arroz ,Dos Hermanos,50 ,173,0.3,38.0,5.0
2315,Leche de Cacahuate ,Vivet,por 200ml ,123,10.0,3.8,4.3
2316,Postre de Maní,Nugaton,25 ,134,7.2,14.0,3.2
2317,Formados de Pollo,Carrefour,95 ,162,7.2,8.1,16.0
2318,Pan de Pancho,Veneziana,35 ,80,0.8,15.0,2.7
2319,Paté de Jamón,Bocatti,10 ,20,1.6,0.0,1.1
2320,Leche de Arroz,Tratenfu,200 ,24,0.0,5.2,0.6
2321,Palitos de Maíz,Julicroc,25 ,117,9.4,6.9,1.1
2322,Wok de Vegetales,Frizata,por 100 ,26,0.0,4.9,1.5
2323,Tostadas de Arroz,Rincon Integral,30 ,110,0.3,25.0,2.1
2324,Leche de Soja,Silk,200 ,72,3.0,5.3,6.0
2325,Milanesa de Brócoli,San Silvestre,80 ,162,0.0,35.0,5.6
2326,Aros de Cebolla,McCain,85 ,183,8.4,24.0,2.9
2327,Helado de Granizado,Too Good,60 ,64,0.0,13.0,3.0
2328,Pan De Campo,La Panerita,50 ,148,1.6,29.0,4.5
2329,Alfajor de Arroz,Deluxe,por 100 ,431,23.0,54.0,1.9
2330,Tostadas de Pan,Tosti,30 ,120,1.9,22.0,3.5
2331,Harina de Sorgo,Celidarina,50 ,173,2.0,34.0,4.6
2332,Medallon de Lentejas,Veggieland,por 100 ,122,3.3,18.0,5.0
2333,Leche de Avena,Silk,200ml ,31,0.0,7.4,0.4
2334,Semillas de Chía,Genser,15 ,61,4.9,0.6,3.5
2335,Gelatina de Naranja,Exquisita,5 ,17,0.0,2.6,1.7
2336,Sopa de Verduras,CUP NOODLES,67 ,295,11.0,43.0,6.0
2337,Postrecito de Chocolate,Felices las Vacas,por 100 ,139,11.0,8.0,2.0
2338,Bastón de Salvado ,Lasfor,30 ,100,0.0,20.0,3.0
2339,Dulce de Frambuesa,Cabaña Mico,20 ,58,0.0,14.2,0.0
2340,Hamburguesa de Zanahoria,Burganas,por 1 porción ,173,3.4,30.0,5.7
2341,Helado de Chocolate ,Kaira,60 ,109,6.0,12.9,2.1
2342,Leche de Maní,La Serenísima,200ml ,49,2.0,6.6,1.1
2343,Snacks de Papa,Ciudad del Lago,25 ,121,6.5,14.0,1.6
2344,Galletas de Arroz,Molinos del Bosque,30 ,103,0.0,23.0,2.6
2345,Semillas de Chia,Sturla,15 ,59,5.3,0.0,2.4
2346,Rebozador de Arroz,Natuzen,30 ,111,0.8,23.0,2.2
2347,Galletita de Limón,Balcarce,26 ,133,7.0,16.0,1.5
2348,Dulce de Leche,La Paulina,20 ,61,1.3,11.0,1.4
2349,Caldo de Verduras,Maggi,5 ,14,1.0,1.2,0.0
2350,Nuggets de Pollo,Paladini,130 ,263,11.0,22.0,18.0
2351,Jalea de Membrillo,Canale,20 ,57,0.0,14.0,0.0
2352,Barra de Cereal,Cindor,25 ,101,2.3,19.0,1.2
2353,Mousse de Chocolate,Exquisita,18 ,78,2.9,12.0,0.9
2354,Copos de Maiz,Primer Precio,30 ,106,1.1,22.0,2.3
2355,Ñoquis de Calabaza,Mamá Cocina,40 ,142,1.2,29.0,3.5
2356,Barra de Proteínas,Mervick,65 ,271,8.0,27.0,26.0
2357,Semillas de Lino,Sturla,15 ,87,6.5,4.1,3.0
2358,Puré de Tomate ,Mora,60 ,21,0.0,3.7,0.8
2359,Manteca de Maní,Sytari,15 ,91,6.8,4.0,3.4
2360,Tostaditas de Arroz,Tía Maruca,30 ,113,0.9,23.0,2.9
2361,Alfajor de Algarroba,Epuyen,40 ,115,4.0,12.0,3.5
2362,Copos de Maíz,Dia,30 ,115,0.3,26.0,2.0
2363,Alfajor de Fruta,Havanna,45 ,139,3.0,27.0,1.6
2364,Barra de Cereal,Cereal Mix,por 100 ,415,15.0,63.0,6.5
2365,Mermelada de Ciruela,Vea,20 ,56,0.0,14.0,0.0
2366,Pan de Hamburguesa,La Perla,50 ,129,0.9,26.2,3.9
2367,Bolitas de Chocolate,Great Value,30 ,113,1.1,24.0,1.7
2368,Alfajor de Algarroba,Bread Net,40 ,123,6.9,13.4,2.5
2369,Salvado de Avena,Egran,10 ,33,1.1,4.0,1.7
2370,Harina de Quinoa,Sturla,50 ,170,3.7,27.0,7.0
2371,Sol de Avena,Nutresan,35 ,125,6.0,19.0,2.0
2372,Mix de Cereales,Primer Precio,30 ,100,0.0,21.0,3.0
2373,Galletitas de Agua,Bagley,30 ,134,4.5,20.0,4.0
2374,Alfajor de Pera,La Quinta,55 ,170,2.8,33.0,3.3
2375,Bastones de Mozzarella,McCain,por 100 ,293,17.0,21.0,14.0
2376,Tostado de Campo,Burger King,por 1 tostado ,396,12.0,55.0,17.0
2377,Pan de Viena ,Universal,50 ,132,0.0,26.0,6.0
2378,Galletas de Arroz,Carilo,30 ,110,0.0,25.0,2.0
2379,Mermelada de Durazno,Dia,20 ,53,0.0,13.0,0.0
2380,Mermelada de Pera,Jumbo,20 ,62,0.0,15.0,0.0
2381,Alfajor de Arroz,Arrocitas,25 ,60,3.0,7.0,1.0
2382,Pelotitas de Chocolate,Yin Yang,30 ,62,0.5,12.8,1.6
2383,Tostadas de Arroz,Breviss,30 ,107,0.0,24.0,2.9
2384,Mermelada de Ciruela,Carrefour,20 ,53,0.0,13.0,0.0
2385,Ñoquis de Papa,Carrefour,por 100 ,217,2.1,44.0,5.9
2386,Magdalenas de Chocolate,Pozo,60 ,251,13.0,41.0,1.9
2387,Hamburguesa de Carne,Chacra Nuestra,80 ,190,14.0,0.0,14.0
2388,Ravioles de Ricotta,Danal,por 100 ,194,2.0,38.0,6.5
